Running 360 combos (PILOT D2 only)...
[  1/360] vmr-ema30-te0-sk0.5-tc20           d2=   2278.0 trd=  70  eta=4.1min
[  2/360] vmr-ema30-te0-sk0.5-tc30           d2=   1547.5 trd=  63  eta=4.0min
[  3/360] vmr-ema30-te0-sk0.5-tc50           d2=  -2416.5 trd=   8  eta=4.1min
[  4/360] vmr-ema30-te0-sk1.0-tc20           d2=   1969.0 trd=  70  eta=4.1min
[  5/360] vmr-ema30-te0-sk1.0-tc30           d2=   1555.5 trd=  63  eta=4.0min
[  6/360] vmr-ema30-te0-sk1.0-tc50           d2=  -2416.5 trd=   8  eta=4.0min
[  7/360] vmr-ema30-te0-sk1.5-tc20           d2=   1969.0 trd=  70  eta=3.9min
[  8/360] vmr-ema30-te0-sk1.5-tc30           d2=   1548.5 trd=  63  eta=3.9min
[  9/360] vmr-ema30-te0-sk1.5-tc50           d2=  -2416.5 trd=   8  eta=3.9min
[187/360] vmr-ema80-te0-sk1.5-tc20           d2=  -1920.0 trd=  14  eta=1.9min
[188/360] vmr-ema80-te0-sk1.5-tc30           d2=   2837.5 trd=   4  eta=1.9min
[189/360] vmr-ema80-te0-sk1.5-tc50           d2=   1329.5 trd= 107  eta=1.9min
[190/360] vmr-ema80-te0-sk2.0-tc20           d2=   2362.5 trd=  26  eta=1.9min
[191/360] vmr-ema80-te0-sk2.0-tc30           d2=  -1892.5 trd=  13  eta=1.9min
[192/360] vmr-ema80-te0-sk2.0-tc50           d2=   1274.5 trd= 109  eta=1.9min
[193/360] vmr-ema80-te0-sk2.5-tc20           d2=  -2721.5 trd=  87  eta=1.9min
[194/360] vmr-ema80-te0-sk2.5-tc30           d2=  -1892.5 trd=  13  eta=1.9min
[195/360] vmr-ema80-te0-sk2.5-tc50           d2=  -4756.5 trd= 149  eta=1.8min
[196/360] vmr-ema80-te0-sk3.0-tc20           d2=  -2666.5 trd=  87  eta=1.8min
[197/360] vmr-ema80-te0-sk3.0-tc30           d2=  -1892.5 trd=  13  eta=1.8min
[198/360] vmr-ema80-te0-sk3.0-tc50           d2=  -4908.5 trd= 150  eta=1.8min
[199/360] vmr-ema80-te1-sk0.5-tc20           d2=   2542.0 trd=   5  eta=1.8min
[200/360] vmr-ema80-te1-sk0.5-tc30           d2=  -2105.0 trd=  11  eta=1.8min
[201/360] vmr-ema80-te1-sk0.5-tc50           d2=  -1858.0 trd=  10  eta=1.8min
[202/360] vmr-ema80-te1-sk1.0-tc20           d2=   2542.0 trd=   5  eta=1.8min
[203/360] vmr-ema80-te1-sk1.0-tc30           d2=  -2105.0 trd=  11  eta=1.8min
[204/360] vmr-ema80-te1-sk1.0-tc50           d2=  -1855.0 trd=  10  eta=1.7min
[205/360] vmr-ema80-te1-sk1.5-tc20           d2=  -1641.5 trd=  41  eta=1.7min
[206/360] vmr-ema80-te1-sk1.5-tc30           d2=  -2105.0 trd=  11  eta=1.7min
[207/360] vmr-ema80-te1-sk1.5-tc50           d2=  -1847.0 trd=  10  eta=1.7min
[208/360] vmr-ema80-te1-sk2.0-tc20           d2=   2610.0 trd=  26  eta=1.7min
[209/360] vmr-ema80-te1-sk2.0-tc30           d2=  -1849.5 trd=  12  eta=1.7min
[210/360] vmr-ema80-te1-sk2.0-tc50           d2=  -1847.0 trd=  10  eta=1.7min
[211/360] vmr-ema80-te1-sk2.5-tc20           d2=  -1941.5 trd=  15  eta=1.7min
[212/360] vmr-ema80-te1-sk2.5-tc30           d2=  -1854.5 trd=  50  eta=1.7min
[213/360] vmr-ema80-te1-sk2.5-tc50           d2=  -2000.0 trd=   9  eta=1.6min
[214/360] vmr-ema80-te1-sk3.0-tc20           d2=  -1941.5 trd=  15  eta=1.6min
[215/360] vmr-ema80-te1-sk3.0-tc30           d2=   3041.0 trd=  40  eta=1.6min
[216/360] vmr-ema80-te1-sk3.0-tc50           d2=  -2000.0 trd=   9  eta=1.6min
[217/360] vmr-ema80-te2-sk0.5-tc20           d2=  -1977.0 trd=  14  eta=1.6min
